,D000,D001,D002,D003,D004,D005,D006,D007,D008,D009,D010,D011,D012,D013,D014,D015,D016,D017,D018,D019,D020,D021,D022,D023,D024,D025,D026,D027,D028,D029,D030,D031,D032,D033,D034,D035,D036,D037,D038,D039,D040,D041,D042,D043,D044,D045,D046,D047,D048,D049,D050,D051,D052,D053,D054,D055,D056,D057,D058,D059,D060,D061,D062,D063,D064,D065,D066,D067,D068,D069,D070,D071,D072,D073,D074,D075,D076,D077,D078,D079,D080,D081,D082,D083,D084,D085,D086,D087,D088,D089,D090,D091,D092,D093,D094,D095,D096,D097,D098,D099,D100,D101,D102,D103,D104,D105,D106,D107,D108,D109,D110,D111,D112,D113,D114,D115,D116,D117,D118,D119,D120,D121,D122,D123,D124,D125,D126,D127,D128,D129,D130,D131,D132,D133,D134,D135,D136,D137,D138,D139,D140,D141,D142,D143,D144,D145,D146,D147,D148,D149,D150,D151,D152,D153,D154,D155,D156,D157,D158,D159,D160,D161,D162,D163,D164,D165,D166,D167,D168,D169,D170,D171,D172,D173,D174,D175,D176,D177,D178,D179,D180,D181,D182,D183,D184,D185,D186,D187,D188,D189,D190,D191,D192,D193,D194,D195,D196,D197,D198,D199,D200,D201,D202,D203,D204,D205,D206,D207,D208,D209,D210,D211,D212,D213,D214,D215,D216,D217,D218,D219,D220,D221,D222,D223,D224,D225,D226,D227,D228,D229,D230,D231,D232,D233,D234,D235,D236,D237,D238,D239,D240,D241,D242,D243,D244,D245,D246,D247,D248,D249,D250,D251,D252,D253,D254,D255,D256,D257,D258,D259,D260,D261,D262,D263,D264,D265,D266,D267,D268,D269,D270,D271,D272,D273,D274,D275,D276,D277,D278,D279,D280,D281,D282,D283,D284,D285,D286,D287,D288,D289,D290,D291,D292,D293,D294,D295,D296,D297,D298,D299,D300,D301,D302,D303,D304,D305,D306,D307,D308,D309,D310,D311,D312,D313,D314,D315,D316,D317,D318,D319,D320,D321,D322,D323,D324,D325,D326,D327,D328,D329,D330,D331,D332,D333,D334,D335,D336,D337,D338,D339,D340,D341,D342,D343,D344,D345,D346,D347,D348,D349,D350,D351,D352,D353,D354,D355,D356,D357,D358,D359,D360,D361,D362,D363,D364,D365,D366,D367,D368,D369,D370,D371,D372,D373,D374,D375,D376,D377,D378,D379,D380,D381,D382,D383,D384,D385,D386,D387,D388,D389,D390,D391,D392,D393,D394,D395,D396,D397,D398,D399,D400,D401,D402,D403,D404,D405,D406,D407,D408,D409,D410,D411,D412,D413,D414,D415,D416,D417,D418,D419,D420,D421,D422,D423,D424,D425,D426,D427,D428,D429,D430,D431,D432,D433,D434,D435,D436,D437,D438,D439,D440,D441,D442,D443,D444,D445,D446,D447,D448,D449,D450,D451,D452,D453,D454,D455,D456,D457,D458,D459,D460,D461,D462,D463,D464,D465,D466,D467,D468,D469,D470,D471,D472,D473,D474,D475,D476,D477,D478,D479,D480,D481,D482,D483,D484,D485,D486,D487,D488,D489,D490,D491,D492,D493,D494,D495,D496,D497,D498,D499,D500,D501,D502,D503,D504,D505,D506,D507,D508,D509,D510,D511
D010,4,0,3,11,0,26,0,26,0,8,1170,112,0,0,0,111,17,2,0,52,60,14,0,0,0,73,0,2,1,0,2,259,0,1,0,1,0,1,3,0,0,0,21,0,6,8,0,5,68,81,75,2,4,2,0,1,8,4,1,0,5,19,0,0,0,0,0,47,0,0,0,0,0,0,2,1,0,4,2,0,4,0,14,0,6,1,0,0,0,321,48,0,31,5,0,0,0,0,74,0,0,118,0,8,23,877,252,0,0,1,5,0,6,156,60,80,0,2,0,213,0,0,2,1,99,0,0,4,41,0,0,210,15,1,0,17,16,0,116,14,12,85,28,77,18,0,1,10,37,55,1,2,1,0,91,10,0,196,0,9,0,279,0,342,104,10,0,97,154,0,4,259,0,3,34,19,0,21,193,149,329,260,37,3,3,3,323,0,6,0,1,1,2,0,0,2,0,11,2,0,0,1,4,16,0,0,0,3,2,10,10,1,101,112,1,11,70,4,1,0,0,73,0,4,10,0,0,0,1,0,0,0,0,71,0,5,134,4,0,0,2,0,0,0,0,322,8,0,0,0,61,22,170,0,0,0,1,3,0,0,0,1,0,0,2,3,119,211,2,172,186,2,8,0,3,0,1,0,30,37,0,2,18,0,247,14,1,1,0,117,4,0,30,150,44,51,0,0,13,4,10,0,0,5,1,19,3,0,3,0,0,2,0,9,1,22,23,12,4,170,0,2,4,0,3,94,19,1,5,678,0,3,8,14,1,269,762,497,0,2,0,10,143,11,9,2,1,0,3,1,1,0,1,39,0,1,40,5,2,14,0,390,3,2,65,0,1,0,0,1,0,0,492,11,0,103,0,0,2,9,6,0,21,3,0,1,116,16,2,1,2,4,0,9,32,31,1,1,18,7,10,0,0,3,31,0,1,1,0,0,5,0,28,99,0,0,0,5,321,295,0,3,0,0,10,1,1,3,0,156,31,0,0,18,2,0,265,517,53,1,2,5,93,0,0,0,0,5,0,85,196,59,0,1,58,43,10,0,227,0,0,47,0,0,13,35,11,0,0,0,1,579,2,1,125,0,136,290,1,182,1,1,0,0,0,0,1,0,0,2,11,363,0,0,0,81,99,0,10,87,0,0,28,291,0,13,0,0,3,0,0,2
D011,273,0,585,642,0,1229,2,596,37,196,112,72843,9,23,7,5080,433,50,24,1028,9125,1298,0,0,2,8490,0,86,14,43,1,13525,17,82,33,266,6,6,565,1,2,28,4988,0,403,659,8,107,5249,4976,2716,4,1053,601,4,1021,482,476,8,2,222,988,0,7,16,0,18,4342,74,105,0,1,3,834,259,39,0,218,274,1,452,23,1409,110,357,14,4,0,19,15270,2490,2,977,608,0,1,144,0,4264,0,14,9330,18,639,1092,53270,26426,3,28,205,54,0,1164,10694,4220,3656,10,119,5,15889,7,0,344,12,6060,10,129,64,2455,0,473,12075,4064,63,0,72,170,2,12204,611,1341,8569,2203,3584,2433,2,48,475,5438,233,221,125,65,45,5615,300,24,6425,9,1093,94,8330,2,30609,9144,183,0,6001,19557,12,101,14177,80,165,581,4540,73,1298,9933,4169,12303,13023,1422,468,332,66,31200,1,315,17,1219,1000,518,30,46,363,29,35,13,498,0,58,279,552,12,0,14,594,335,604,875,13,9215,4861,25,932,2418,387,257,82,0,1860,5,2434,431,0,9,0,135,0,0,11,47,3311,10,188,17448,153,0,0,204,32,0,0,0,15832,299,41,86,0,4272,948,4168,0,4,43,489,13,0,3,5,78,8,206,37,645,13184,8589,369,6969,11618,18,350,0,674,0,28,4,6250,2343,3,359,407,3,5926,67,58,188,72,8493,170,0,6250,7505,1342,2016,0,1,1084,92,1036,28,0,558,51,1162,332,178,693,0,55,104,92,1387,13,625,3809,2035,2887,3835,0,160,341,1,344,10185,377,12,597,35977,0,499,1369,1699,181,22557,49212,25702,2,175,1,1612,11786,1038,1091,560,16,0,259,67,69,0,79,1895,239,30,6014,20,71,1013,23,16719,23,60,2998,1,323,0,34,1545,21,0,15418,829,73,3997,1,4,122,229,16,33,388,68,0,340,13397,361,115,305,87,273,403,1135,1700,7177,209,550,246,419,404,0,0,99,1237,2,277,601,0,18,382,12,1239,3863,0,4,0,638,24997,11614,288,60,6,0,219,30,2047,325,0,10514,1439,11,35,907,871,35,16111,28023,6661,180,75,313,13010,10,76,6,154,390,114,4991,21545,6809,5,10,1797,3315,2597,274,8925,2,19,1559,6,22,1483,695,898,37,4,1,20,34568,131,0,7697,0,11645,18926,6,8243,39,26,3,16,0,3,281,10,30,5,226,18208,41,1,89,2092,9105,0,954,2084,94,0,879,25183,1,631,2,91,647,1,19,331
D012,0,0,0,0,0,1,0,0,0,1,0,9,37,0,0,4,0,0,0,0,8,1,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12,4,0,3,1,0,0,0,0,3,0,0,9,0,2,0,25,13,0,0,0,0,0,0,3,4,1,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,8,3,0,0,2,8,0,0,4,0,0,0,0,0,0,5,10,6,18,2,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,5,3,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,12,3,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,10,8,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,2,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,6,1,2,0,0,0,0,1,2,0,0,1,12,0,1,0,0,0,13,23,18,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,1,0,0,12,1,0,5,0,0,1,0,0,0,0,0,0,5,2,1,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,3,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7,19,0,0,0,0,3,0,0,0,0,0,0,9,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,23,0,0,1,0,13,4,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,1,0,0,0,5,7,0,0,0,0,0,0,0,0
D013,0,0,17,0,0,1,0,1,0,1,0,23,0,161,1,14,0,0,0,0,7,5,0,0,0,9,0,1,0,0,0,47,0,0,0,0,0,0,3,0,0,1,1,0,1,1,0,7,6,2,13,0,0,0,0,0,21,0,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,2,5,0,0,0,0,111,30,0,5,8,0,0,0,0,6,0,1,36,0,7,4,51,11,0,0,0,0,0,0,7,4,5,0,0,0,34,1,0,2,0,57,0,1,1,1,0,1,5,2,0,0,0,0,0,13,1,6,33,3,10,4,2,0,0,3,1,2,0,0,0,3,0,0,10,0,2,0,19,0,69,27,0,0,82,4,1,0,37,0,2,0,5,0,1,21,45,12,10,1,1,0,0,81,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,2,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,3,0,2,12,0,0,0,4,0,0,0,0,34,0,0,0,0,5,0,10,0,0,0,2,0,0,0,0,3,0,0,0,3,1,20,0,29,4,0,1,0,0,0,0,0,3,4,0,0,1,0,6,0,0,0,0,2,0,0,1,6,4,8,0,0,0,0,3,3,0,2,0,2,1,0,1,0,0,1,0,2,0,3,5,8,10,9,0,0,0,0,0,11,0,0,1,58,0,1,9,2,0,21,70,32,0,0,1,8,18,1,16,0,0,0,0,0,0,0,1,1,11,0,3,0,0,0,0,24,1,0,1,0,0,0,0,16,0,0,35,0,0,34,0,0,4,6,0,0,0,1,0,2,26,0,0,0,0,0,3,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,15,0,0,0,2,22,11,0,0,0,0,0,0,0,0,0,28,2,0,0,12,3,1,25,36,6,2,0,0,26,0,0,0,0,4,0,7,118,16,0,0,16,13,24,2,3,0,0,1,0,0,2,1,5,0,0,0,1,114,0,0,20,0,10,12,0,21,0,0,0,0,0,0,1,0,0,0,0,18,0,0,2,2,41,0,12,8,1,0,6,67,0,30,0,0,3,0,1,2
D014,1,0,0,0,0,4,0,0,0,0,0,7,0,1,70,5,0,0,0,3,20,5,0,0,0,10,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,34,0,0,1,0,1,8,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,0,0,24,18,0,4,1,0,0,0,0,23,0,0,9,0,3,1,26,1,0,0,0,0,0,1,3,5,1,0,0,0,4,1,0,1,0,15,0,0,0,0,0,1,5,7,0,0,0,0,0,13,0,1,5,2,4,5,0,0,0,4,0,0,0,0,1,1,0,0,5,0,3,0,2,0,48,1,0,0,1,4,0,0,17,0,0,1,2,0,1,7,13,24,3,2,0,0,0,19,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,8,0,0,10,3,0,0,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,25,0,0,2,0,2,0,0,0,4,1,0,0,2,0,4,1,0,0,0,1,0,0,1,8,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,5,8,6,0,0,0,0,0,4,0,0,0,31,0,1,1,1,0,4,34,9,0,0,0,0,14,1,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,0,5,0,0,3,0,0,0,0,0,0,0,29,0,0,4,0,0,0,4,0,0,0,3,0,0,5,2,1,0,0,1,8,1,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,17,6,0,0,0,0,4,2,0,0,0,6,4,0,0,3,0,0,17,46,0,0,0,0,21,0,0,0,1,0,0,3,29,0,0,0,2,8,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,34,0,0,2,0,8,7,0,11,0,0,0,0,0,0,2,0,0,0,0,6,0,0,2,1,4,0,2,0,1,0,4,22,0,4,0,0,0,0,1,0
D015,65,1,1790,118,0,1556,7,366,6,45,111,5080,4,14,5,38728,168,24,7,761,4854,521,0,0,1,2247,0,12,16,38,24,11760,12,17,6,84,1,1,281,0,0,12,1856,0,225,346,9,191,1861,2038,2066,3,316,194,1,479,353,253,5,1,256,987,0,12,3,0,7,1416,29,106,0,0,1,349,73,9,0,98,104,0,132,8,679,54,191,25,1,0,13,16095,2483,1,673,1125,1,0,109,0,3482,0,22,5300,27,199,668,26664,12958,5,12,53,34,1,893,8551,1842,1280,9,29,2,6018,31,0,269,14,5076,9,105,72,512,0,457,4609,1717,21,0,42,67,15,7926,212,339,7913,1074,2136,1645,3,14,226,2226,325,158,50,21,24,717,262,6,6884,1,801,23,2837,6,13515,4550,54,0,4014,5208,16,53,6469,43,41,698,1496,26,957,3666,3686,5945,5485,1675,379,108,9,13196,0,177,7,949,202,154,34,11,255,15,19,9,200,0,24,58,340,2,0,4,483,187,396,343,31,2637,3787,16,357,1814,556,58,21,3,3267,4,558,217,0,1,0,59,0,0,5,103,519,14,373,5546,28,0,0,82,8,0,0,0,7728,270,27,62,0,1236,537,4374,0,3,8,162,21,0,2,9,55,10,25,80,305,2487,3476,164,5735,3465,13,182,0,601,0,19,0,2194,1082,1,211,115,5,3770,39,34,240,21,1689,90,0,1572,3414,1056,2273,0,0,994,79,774,28,0,624,20,1033,49,81,206,1,76,79,51,448,5,1384,1518,1686,957,1784,0,69,243,0,159,4280,259,10,106,19256,0,111,747,609,41,10585,24886,11456,2,178,2,636,5463,338,709,145,5,0,275,39,40,0,40,454,441,9,2371,26,132,414,27,11424,171,38,1882,0,90,0,44,1424,8,0,11909,236,9,4755,1,5,43,216,20,26,83,13,0,145,10623,528,88,169,20,60,278,1355,1569,3369,111,243,215,344,218,1,1,20,374,0,76,133,0,15,196,45,1331,5607,0,1,0,390,10270,6394,61,26,2,0,87,137,535,52,0,5242,1454,19,22,565,222,18,7428,18470,2569,218,73,426,5578,2,72,3,59,283,219,2434,11566,4432,1,1,844,1051,1796,265,2590,1,9,707,7,6,797,719,320,11,0,0,12,19047,54,1,6314,0,4900,7862,4,2706,25,45,0,38,0,1,118,7,16,2,109,8068,0,2,96,938,2552,0,428,1491,50,0,1125,14025,7,767,1,95,67,0,12,247
D016,7,0,11,13,0,22,0,9,0,3,17,433,0,0,0,168,2002,1,0,46,160,20,0,0,0,181,0,1,3,2,0,166,0,0,0,3,0,0,0,0,0,0,109,0,9,1,0,0,90,192,71,0,8,2,0,13,2,5,0,0,8,18,0,0,0,0,0,32,0,1,0,0,0,0,4,0,0,5,10,0,13,1,38,1,4,0,0,0,0,677,76,0,44,4,0,0,0,0,85,0,3,137,2,14,34,1622,493,0,0,4,2,0,33,500,126,75,0,3,0,388,0,0,6,0,154,0,0,0,82,0,7,419,84,1,0,1,8,0,271,30,22,318,42,134,21,0,0,25,83,26,0,10,0,0,67,4,0,444,0,7,0,334,0,656,133,18,0,65,274,1,0,571,0,6,70,88,2,42,314,183,424,271,56,1,3,0,737,0,3,0,23,26,18,0,0,7,3,6,1,1,0,0,11,8,0,0,0,19,12,4,14,0,311,176,1,4,79,3,2,3,0,29,1,30,11,0,1,0,1,0,0,0,0,41,0,0,343,4,0,0,1,1,0,0,0,427,20,0,3,0,60,20,75,0,0,0,4,1,0,0,0,2,1,1,1,11,144,380,0,128,299,1,9,0,14,0,0,0,133,48,0,2,12,1,382,2,0,4,0,212,7,0,71,139,37,12,0,0,56,1,9,1,0,25,0,65,8,1,6,0,8,4,0,73,0,28,84,61,29,208,0,7,1,0,2,262,10,0,6,790,0,10,20,45,4,495,1216,860,0,7,0,5,392,8,9,16,2,0,18,1,0,0,2,164,11,1,145,0,1,18,0,665,1,0,100,0,1,0,2,17,1,0,622,10,2,106,0,0,2,1,4,0,1,1,0,3,369,12,3,1,0,27,17,24,82,293,3,27,14,35,9,0,0,6,55,0,0,4,0,1,5,0,65,128,0,0,0,1,861,410,2,6,0,0,3,0,25,5,0,194,55,0,0,22,0,1,543,1033,115,9,2,18,173,0,0,0,5,5,4,160,445,118,0,0,72,59,62,9,437,0,0,105,0,0,59,27,9,1,0,0,0,672,5,0,235,0,190,545,1,112,0,0,0,1,0,1,8,0,0,0,4,512,0,0,0,69,229,0,10,104,0,0,33,593,0,10,0,0,3,0,0,3
D017,2,0,0,2,0,14,1,2,0,0,2,50,0,0,0,24,1,316,0,1,54,7,0,0,0,6,0,1,0,1,0,91,0,1,0,0,0,0,0,0,0,1,5,0,1,8,0,19,23,5,18,0,1,0,0,0,24,1,0,0,3,4,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,1,2,0,1,0,19,0,0,2,0,0,1,127,50,0,7,18,0,0,0,0,29,0,2,34,0,6,2,128,40,0,0,0,0,0,0,24,15,4,2,0,0,84,0,0,13,0,116,0,0,0,1,0,5,30,10,0,0,0,1,0,25,2,9,47,11,44,12,0,0,1,3,1,0,5,2,3,3,4,0,37,0,2,0,30,0,134,39,0,0,30,17,0,0,54,2,7,1,8,0,7,43,89,65,72,5,0,0,0,116,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,1,0,1,1,1,22,28,0,2,47,1,0,0,0,80,0,0,4,0,0,0,0,0,0,0,0,30,0,4,23,0,0,0,0,0,0,0,0,93,1,1,0,0,15,3,17,0,0,0,1,1,0,0,0,0,0,11,0,16,5,31,1,80,17,0,5,0,2,0,0,0,27,22,0,2,1,0,57,0,0,0,1,7,1,0,0,26,17,19,0,0,2,0,2,0,0,4,0,8,1,0,1,0,6,1,0,1,1,12,3,15,40,6,0,0,4,0,1,15,0,0,0,106,0,4,3,3,1,61,168,87,0,0,0,33,51,4,30,1,0,0,0,1,5,0,0,14,4,0,6,0,0,3,0,77,0,0,33,1,0,0,0,3,0,0,137,1,0,22,0,0,2,5,0,0,0,1,0,1,28,0,1,0,0,1,0,8,3,6,1,0,0,1,3,0,0,0,1,0,1,0,0,0,1,0,9,18,0,0,0,2,42,43,0,1,0,0,3,3,2,0,0,28,26,1,0,11,2,3,60,140,11,3,0,0,59,0,0,0,0,0,0,16,133,26,1,0,16,14,10,10,24,0,0,5,0,0,1,2,5,0,0,0,0,193,0,0,51,0,24,39,0,43,2,0,0,0,0,0,2,0,0,0,0,29,0,0,4,16,12,0,2,15,0,0,10,113,1,2,0,0,0,0,0,3
D018,0,0,1,7,0,1,0,0,0,1,0,24,0,0,0,7,0,0,61,1,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,4,12,0,0,2,3,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10,1,0,1,2,0,0,0,0,1,0,0,8,0,0,0,44,24,0,0,0,0,0,0,15,0,6,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,15,0,1,7,3,2,1,0,0,1,5,0,0,0,0,0,3,0,0,1,0,2,0,2,0,37,3,0,0,4,20,0,0,12,0,0,0,7,0,1,7,5,5,13,1,0,0,0,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,13,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,1,19,0,0,0,3,0,0,0,0,7,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,0,13,3,0,0,0,1,0,0,0,13,2,0,0,0,0,3,0,0,0,0,17,0,0,14,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5,11,0,0,0,1,0,2,0,1,0,1,27,0,1,3,0,2,18,40,23,0,0,0,1,6,2,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,0,18,0,0,2,0,0,0,0,3,1,0,3,3,1,5,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,3,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,6,0,0,0,1,27,0,0,0,0,0,0,0,2,0,0,10,1,0,0,0,0,0,17,37,7,1,0,1,11,0,0,0,0,0,0,5,8,3,0,0,1,1,4,0,4,0,0,2,0,0,0,1,0,0,0,0,0,37,0,0,12,0,18,10,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,9,0,0,2,0,0,0,36,0,0,0,0,1,0,0,0
D019,47,1,52,4,0,538,1,12,0,6,52,1028,0,0,3,761,46,1,1,7331,1693,105,0,0,0,180,0,1,2,10,7,2155,6,4,0,1,3,0,53,0,0,4,133,0,15,47,1,43,533,115,535,4,26,8,1,14,87,5,0,0,25,229,0,0,0,0,1,172,8,6,0,0,0,5,12,0,0,10,48,0,108,7,112,6,18,6,1,0,2,1098,426,0,101,41,0,0,12,0,544,0,5,999,7,106,133,6203,1942,0,0,13,7,0,25,1046,253,141,0,4,0,356,17,0,27,0,779,1,21,24,101,0,12,893,156,0,0,13,1,6,796,55,98,908,405,418,71,0,4,31,375,28,5,170,2,1,560,21,2,779,1,171,4,753,0,3089,545,22,0,472,793,11,11,1199,0,14,644,103,0,79,1000,1050,2975,1696,313,36,0,4,2717,0,53,0,12,518,27,0,2,25,1,0,1,13,0,7,1,42,0,0,1,148,12,10,14,7,340,547,0,25,450,29,6,5,0,460,0,74,34,0,0,0,8,0,0,1,4,194,1,49,1263,7,0,0,20,0,0,0,0,2859,83,6,7,0,579,56,583,0,0,0,10,5,0,0,0,9,0,7,15,22,809,814,34,692,286,1,119,0,15,0,0,0,100,153,0,18,84,1,666,43,3,6,6,271,27,0,131,1037,26,103,0,0,89,11,140,3,0,64,3,109,48,2,75,0,1,12,6,27,0,209,280,138,52,1107,0,12,25,0,15,462,36,2,48,2397,0,140,30,226,7,1988,5268,2709,0,22,1,50,1409,42,149,35,2,0,37,3,8,0,2,395,4,3,141,12,15,42,0,1755,10,7,319,0,14,0,4,23,6,0,3359,39,3,245,0,1,5,21,3,0,77,22,0,2,1342,108,2,8,2,18,426,101,40,230,5,7,7,252,15,0,0,8,208,0,18,73,0,2,76,5,187,634,0,1,0,16,3290,1766,45,2,2,0,21,8,43,3,0,221,292,1,0,177,17,12,1426,2654,369,21,0,45,918,0,0,0,1,32,16,500,1930,258,0,3,438,193,88,161,1004,0,2,140,0,0,78,123,48,0,0,0,3,3236,2,0,1226,0,1539,1917,2,1158,0,4,0,1,0,0,110,0,0,1,39,1380,0,0,6,432,640,0,57,167,0,0,244,1680,3,36,0,3,7,0,0,2
D020,226,2,396,66,0,1688,3,226,6,153,60,9125,8,7,20,4854,160,54,0,1693,45058,689,0,0,0,2963,0,24,38,27,16,12550,19,36,22,58,0,1,127,1,1,7,962,0,185,467,17,428,5786,1417,3880,0,38,55,3,301,733,153,15,0,98,947,0,21,5,0,11,2123,21,66,0,0,3,380,145,12,0,10,237,1,248,11,1108,29,81,20,5,0,13,10326,2349,0,534,623,0,0,129,0,5873,0,38,7717,44,512,582,30306,16639,1,3,47,78,1,204,8307,2220,881,4,55,0,2679,33,0,204,8,6865,0,84,123,542,0,327,6992,660,45,0,118,91,9,3325,200,595,4142,1460,3176,1280,2,35,210,1994,492,207,50,28,34,1339,329,4,6642,6,850,30,5719,1,14804,1988,85,0,2223,6487,36,117,6787,27,291,1418,1156,21,940,6800,6467,11773,14067,1503,123,66,16,17978,0,189,6,481,1620,269,9,29,143,16,38,3,237,0,114,98,427,1,0,0,532,149,275,148,43,3510,3982,24,700,5000,524,35,27,1,5202,5,300,691,0,0,0,51,0,0,17,44,1072,26,548,5245,35,0,0,99,12,0,0,2,17153,247,30,45,0,3596,424,2644,0,2,1,379,5,0,3,1,71,0,160,114,238,2804,4770,287,7753,2236,15,288,0,47,0,9,0,1033,1332,0,457,243,4,3810,55,32,139,117,314,56,0,1046,4144,1450,1707,0,0,931,97,2086,33,0,783,8,816,171,27,408,0,16,108,112,77,8,1388,1396,2290,317,3567,3,80,416,0,396,4173,206,43,362,18926,1,521,183,1545,157,13423,32941,20448,3,112,8,426,8964,594,2111,49,2,0,25,18,33,0,7,874,161,18,2637,13,147,533,0,8068,42,18,3246,2,94,0,40,321,21,0,18131,85,6,2874,3,8,51,256,16,1,254,143,0,360,4938,504,126,149,52,185,891,1245,562,1446,42,137,275,520,166,0,0,41,437,0,173,651,0,23,86,41,1145,3779,0,4,0,286,13639,11404,323,197,3,0,125,79,417,12,0,3969,824,11,33,815,410,81,8750,22988,4781,241,70,195,7044,8,32,9,36,242,180,5583,10879,1196,1,3,1171,2380,1415,301,1584,5,13,786,0,9,316,548,260,11,1,0,10,24351,22,2,4583,0,11114,9097,3,2774,28,25,0,9,0,1,257,15,11,1,181,7869,2,0,65,3490,4102,0,347,1233,36,0,773,7923,6,296,1,20,117,0,41,29
